Id,Name,Surname,City,OfficialEmail,Birthday,SSN
902074,Lorna,Schiavone,San Martino Al Tagliamento,s902074@students.politu.it,5/13/1994,BQ13267676
902075,Quartilla ,Greco,Preore,s902075@students.politu.it,5/13/1995,EE68150844
902076,Liberato,Trentini,Madrano,s902076@students.politu.it,5/13/1996,LT19551117
902077,Algisa,Colombo,Castro,s902077@students.politu.it,5/13/1998,KE62280787
902078,Valentina,Lombardi,Cantavenna,s902078@students.politu.it,5/13/2000,SP36807221
902079,Lanfranco,Sagese,Verolengo,s902079@students.politu.it,5/13/2000,FT98458808
902080,Ermanno,Onio,Erba,s902080@students.politu.it,5/13/2001,PH60266238
902081,Spartaco,Barese,Lamporecchio,s902081@students.politu.it,5/13/2001,LV17655602
902082,Caterina,Colombo,Torremezzo,s902082@students.politu.it,5/13/2001,HM30642706
902083,Lina,Bianchi,Venezia,s902083@students.politu.it,5/14/1993,JW90749938
902084,Albino,Dellucci,Tesimo,s902084@students.politu.it,5/14/1993,CE42951045
902085,Giordana,Fiorentini,Monterotondo,s902085@students.politu.it,5/14/1995,SB79319298
902086,Agamennone,Folliero,Firenze,s902086@students.politu.it,5/14/1996,RQ16082592
902087,Armida,Genovesi,Saracinesco,s902087@students.politu.it,5/14/1997,YG99695597
902088,Rosa,Cocci,Curinga,s902088@students.politu.it,5/14/1998,ML68072195
902089,Damiana,Mazzi,Roma,s902089@students.politu.it,5/14/1998,HD71548283
902090,Luciana,Longo,Montegaldella,s902090@students.politu.it,5/14/1999,KS7875083
902091,Filomena,Udinese,Civiasco,s902091@students.politu.it,5/14/1999,QP5834923
902092,Nazzareno,Milani,Monticello,s902092@students.politu.it,5/14/2000,LK6279441
902093,Adalberto,Calabresi,Monte Oliveto Maggiore,s902093@students.politu.it,5/14/2001,GH67501651
902094,Eva,Trevisano,Fiorenzuola D'Arda,s902094@students.politu.it,5/15/1993,EQ41142218
902095,Fabrizio,Siciliani,Montescudaio,s902095@students.politu.it,5/15/1993,IC9551292
902096,Raffaella,Marchesi,San Marzano Sul Sarno,s902096@students.politu.it,5/15/1998,FV32160340
902097,Proserpio,Genovesi,Tartsch,s902097@students.politu.it,5/15/1998,FI96958072
902098,Libera Maria,Cocci,Cornacchiaia,s902098@students.politu.it,5/15/1999,GF0775249
902099,Natale,Lori,Roma,s902099@students.politu.it,5/15/1999,RH4749339
902100,Indro,Buccho,Buso Sarzano,s902100@students.politu.it,5/15/2000,HM19098910
902101,Manlio,Castiglione,Valle Ponticelli,s902101@students.politu.it,5/15/2001,QV49243561
902102,Annunziata,Udinesi,Cerchiara Di Calabria,s902102@students.politu.it,5/15/2001,TN25110927
902103,Nilde,Trevisan,San Michele Mondovi,s902103@students.politu.it,5/16/1993,GR10151827
902104,Fulvio,Bergamaschi,Gerenzago,s902104@students.politu.it,5/16/1998,BM66669050
902105,Doroteo,Baresi,San Giorgio In Salici,s902105@students.politu.it,5/16/1998,LI15964220
902106,Adelmio,Dellucci,Merizzo,s902106@students.politu.it,5/16/1999,YR40201657
902107,Ausilia,Trevisani,Pino Lago Maggiore,s902107@students.politu.it,5/16/1999,YN65285516
902108,Cecilia,Capon,Arnasco,s902108@students.politu.it,5/16/2000,EO51112194
902109,Armida,Zetticci,Annone Veneto,s902109@students.politu.it,5/16/2000,RT33772781
902110,Flaviana,Romani,Curtarolo,s902110@students.politu.it,5/17/1992,GP64256013
902111,Cosma,Milanesi,Villa Tucci,s902111@students.politu.it,5/17/1993,KD85454317
902112,Alina,Bruno,Bivigliano,s902112@students.politu.it,5/17/1993,NU11991099
902113,Lavinia,Siciliani,Bertonico,s902113@students.politu.it,5/17/1996,RT54254112
902114,Federica,Rossi,Scifelli,s902114@students.politu.it,5/17/2001,ZH25840451
902115,Cordelia,Piccio,Monte Ortobene,s902115@students.politu.it,5/17/2001,OT26324011
902116,Lea,Marino,Carraia,s902116@students.politu.it,5/17/2001,RX36189527
902117,Ferruccio,Esposito,Lotta,s902117@students.politu.it,5/17/2001,OH21690600
902118,Aurelio,DeRose,Vetto,s902118@students.politu.it,5/18/1992,PQ59806415
902119,Tiziano,Manna,Bellavista,s902119@students.politu.it,5/18/1993,QT69571603
902120,Filiberto,Genovese,Roma,s902120@students.politu.it,5/18/1997,VW68818678
902121,Gerardo,Mazzanti,Ponte Della Pietra,s902121@students.politu.it,5/18/1999,MG58420739
902122,Clorinda,Lombardi,Boncore,s902122@students.politu.it,5/18/2001,ZD30889983
902123,Mafalda,Bruno,Casalmoro,s902123@students.politu.it,5/19/1992,UE53748176
902124,Quadrato,Dellucci,Civita,s902124@students.politu.it,5/19/1992,AN52384682
902125,Pancrazio,Longo,Pisignano,s902125@students.politu.it,5/19/1992,XK37692057
902126,Fosca,Padovano,Roccanova,s902126@students.politu.it,5/19/1993,ED63588829
902127,Melania,Toscano,Lanzada,s902127@students.politu.it,5/19/1995,NL79090089
902128,Riccardo,Sabbatini,Reggio Calabria,s902128@students.politu.it,5/19/1996,CU79580091
902129,Rosalia,Folliero,Pertosa,s902129@students.politu.it,5/19/1996,OQ41373446
902130,Maria Teresa,Trevisano,San Bartolomeo Al Mare,s902130@students.politu.it,5/19/1997,TO84276802
902131,Isidoro,Zetticci,Sant'Antonio Magliano Alfieri,s902131@students.politu.it,5/19/1997,ZW31020773
902132,Ausilia,Milani,Santopadre,s902132@students.politu.it,5/19/1997,MZ51973798
902133,Arturo,Esposito,Canzo,s902133@students.politu.it,5/19/1998,XZ25354522
902134,Annabella,Rossi,Giardini,s902134@students.politu.it,5/19/1998,KL80624153
902135,Alcide,Barese,Gaiato,s902135@students.politu.it,5/19/1998,VU93002685
902136,Edgardo,Manfrin,Spercenigo,s902136@students.politu.it,5/19/1999,KF68579034
902137,Gerolamo,Lucciano,Montegualtieri,s902137@students.politu.it,5/19/2001,WY98922254
902138,Adelfina,Udinese,Lundo,s902138@students.politu.it,5/20/1992,LG80542189
902139,Alessandra,Piazza,Montallese,s902139@students.politu.it,5/20/1993,HH50623803
902140,Bonifacio,Bruno,Carapelle,s902140@students.politu.it,5/20/1994,AO64791760
902141,Ilario,Milano,Maranello,s902141@students.politu.it,5/20/1995,MG94364415
902142,Innocenzo,Gallo,Petroio,s902142@students.politu.it,5/20/1996,CL40941119
902143,Eugenia,Piazza,Bagni Di San Filippo,s902143@students.politu.it,5/20/1998,UO84465814
902144,Gioacchina,Greco,Perrero,s902144@students.politu.it,5/20/1998,QN93126377
902145,Emanuele,Trevisan,Carpaneto Piacentino,s902145@students.politu.it,5/20/1999,UM33433633
902146,Costante,Padovano,Oviglio,s902146@students.politu.it,5/21/1994,JK99594594
902147,Palmiro,Marcelo,Lago Patria,s902147@students.politu.it,5/21/1995,BB98371022
902148,Marilena,Trevisan,Grognardo,s902148@students.politu.it,5/21/1996,GM32336660
902149,Pupetta,Giordano,Mantignana,s902149@students.politu.it,5/21/1996,HP2630661
902150,Cino,Romano,Sarentino,s902150@students.politu.it,5/21/1996,ZN33444079
902151,Fosco,Lucchesi,Attigliano,s902151@students.politu.it,5/21/1998,KI58521942
902152,Fabio,Pagnotto,Grignano Polesine,s902152@students.politu.it,5/21/2000,AK96743930
902153,Alma,Genovese,Miceno,s902153@students.politu.it,5/21/2001,LI61204791
902154,Melissa,Piccio,Pineta Di Sortenna Vallesana,s902154@students.politu.it,5/22/1992,DO9570282
902155,Adriana,Fallaci,Samassi,s902155@students.politu.it,5/22/1993,CF20770312
902156,Alfredina,Manfrin,Oldenico,s902156@students.politu.it,5/22/1993,WY41629622
902157,Liliana,Lettiere,Scontrone,s902157@students.politu.it,5/22/1994,TY44386439
902158,Cataldo,Siciliani,Pineta Di Pescara,s902158@students.politu.it,5/22/1998,FA39901495
902159,Fortunato,Pugliesi,Gergei,s902159@students.politu.it,5/22/1998,PD55735070
902160,Vivaldo,Piazza,Gavirate,s902160@students.politu.it,5/22/1998,CJ62822657
902161,Arabella,Udinesi,Piedipaterno Sul Nera,s902161@students.politu.it,5/22/1998,TZ80766903
902162,Vladimiro,Romano,Galeata,s902162@students.politu.it,5/22/1999,EI86716417
902163,Lanfranco,Cocci,Cenaia,s902163@students.politu.it,5/22/2000,QB39808954
902164,Catena,Cattaneo,Cunardo,s902164@students.politu.it,5/22/2000,CM8034043
902165,Camillo,Trentini,Pacengo,s902165@students.politu.it,5/23/1993,YQ60579084
902166,Anastasio,Loggia,Colloredo Di Prato,s902166@students.politu.it,5/23/1993,FE34634175
902167,Remo,Castiglione,Pisa,s902167@students.politu.it,5/23/1993,HQ23207801
902168,Carola,Zetticci,Corsione,s902168@students.politu.it,5/23/1994,YN94074550
902169,Ivo,Davide,Torre Santa Susanna,s902169@students.politu.it,5/23/1994,RG59053528
902170,Maria Rosa,Fiorentino,Ceggia,s902170@students.politu.it,5/23/1994,QC59935540
902171,Merigo,Loggia,Guia,s902171@students.politu.it,5/23/1995,ET14362707
902172,Nilde,Mancini,Belforte,s902172@students.politu.it,5/23/1997,NU39473928
902173,Fulvia,Mazzanti,Ulten,s902173@students.politu.it,5/23/1998,JH87659800
902174,Gigliola,Trevisano,San Giuliano Trentapiedi,s902174@students.politu.it,5/23/1999,BW67486298
902175,Frediana,Cremonesi,Sant'Orsola In Passiria,s902175@students.politu.it,5/24/1992,BM12011574
902176,Livia,Beneventi,Picinisco,s902176@students.politu.it,5/24/1994,FP34118473
902177,Adolfo,Marino,Urbania,s902177@students.politu.it,5/24/1994,HS28035751
902178,Maddalena,Pisano,Lampedusa,s902178@students.politu.it,5/24/1996,WO65187365
902179,Procopio,Lombardi,Caccuri,s902179@students.politu.it,5/24/1998,NZ21752736
902180,Azelio,Piazza,Samolaco,s902180@students.politu.it,5/25/1992,WY9802396
902181,Aloisa,Bianchi,Rivoltella,s902181@students.politu.it,5/25/1994,MQ39114336
902182,Tecla,Siciliano,Rimasco,s902182@students.politu.it,5/25/1994,CR65319036
902183,Quinzio,Castiglione,Oviglio,s902183@students.politu.it,5/25/1995,IX11297715
902184,Blanda,Barese,Pofi,s902184@students.politu.it,5/25/1995,MW99969919
902185,Stefania,Cremonesi,Sant'Anna,s902185@students.politu.it,5/25/1997,SJ85515389
902186,Gioacchina,Marino,Iesa,s902186@students.politu.it,5/25/1998,SO11709456
902187,Frediano,Ferrari,Tiser,s902187@students.politu.it,5/25/1998,JZ4739490
902188,Delfino,Gallo,San Fili,s902188@students.politu.it,5/25/2000,OV30115732
902189,Vladimiro,Napolitani,San Pietro Val Lemina,s902189@students.politu.it,5/25/2000,IK35371819
902190,Ines,Marchesi,San Vitaliano,s902190@students.politu.it,5/25/2001,XT41323193
902191,Eva,Trevisan,Assoro,s902191@students.politu.it,5/26/1993,XB12200426
902192,Cipriano,Mazzi,Torre Piscitelli,s902192@students.politu.it,5/26/1994,CC21641461
902193,Alfredina,Udinese,San Salvo,s902193@students.politu.it,5/26/1994,YM48173543
902194,Fausta,Calabrese,Bussoleno,s902194@students.politu.it,5/26/1997,JL98495943
902195,Flora,Iadanza,Bergamo,s902195@students.politu.it,5/26/2000,KI75401725
902196,Antonina,Pirozzi,Colla,s902196@students.politu.it,5/26/2000,NJ98785691
902197,Clio,Monaldo,Sambuca Val Di Pesa,s902197@students.politu.it,5/26/2001,UM13154725
902198,Natalino,Folliero,Tribano,s902198@students.politu.it,5/27/1997,PW52718412
902199,Manlio,Siciliano,Bagnaia,s902199@students.politu.it,5/27/1998,WA91099297
902200,Maria Teresa,Beneventi,Marcheno,s902200@students.politu.it,5/27/2000,KP31660379
902201,Fidenzio,DeRose,Atella,s902201@students.politu.it,5/28/1992,RG90209000
902202,Biagio,Endrizzi,Reggio Calabria,s902202@students.politu.it,5/28/1992,TK0607711
902203,Giuliana,Colombo,Venezia,s902203@students.politu.it,5/28/1994,VW29901925
902204,Elena,Lucchese,Corsione,s902204@students.politu.it,5/28/1997,LG3806570
902205,Laura,Napolitani,Frigento,s902205@students.politu.it,5/28/1998,JN78771059
902206,Rosarmosario,Marino,Madonna Di Tirano,s902206@students.politu.it,5/29/1992,KP88420744
902207,Cristina,Lucciano,Capizzo,s902207@students.politu.it,5/29/1993,AL44007029
902208,Wanda ,DeRose,Conca D'Oro,s902208@students.politu.it,5/29/1994,AV45593886
902209,Quintilia,Napolitani,Pievepelago,s902209@students.politu.it,5/29/1995,MT50951634
902210,Cosma,Arcuri,Pietraviva,s902210@students.politu.it,5/29/1997,YR44140384
902211,Luca,Siciliano,Argenta,s902211@students.politu.it,5/29/1999,EZ86505891
902212,Delinda,Sal,San Felice Sul Panaro,s902212@students.politu.it,5/30/1993,LF35755639
902213,Clizia,Costa,Begosso,s902213@students.politu.it,5/30/1994,HF79884150
902214,Rosarmosario,Gallo,Borghetto Lodigiano,s902214@students.politu.it,5/30/1996,AC66576172
902215,Egidio,Napolitani,Laureana Cilento,s902215@students.politu.it,5/30/1998,MB76618404
902216,Consolata,DeRose,Spirano,s902216@students.politu.it,5/30/2000,CU64394271
902217,Viviano,Cremonesi,Vignola Lu Colbu,s902217@students.politu.it,5/30/2001,ZU10164828
902218,Attilio,Palerma,Cicala,s902218@students.politu.it,5/31/1992,QV48161034
902219,Wilma,Gallo,Errano,s902219@students.politu.it,5/31/1993,YZ51639435
902220,Adalgisio,Cattaneo,Fontebuona,s902220@students.politu.it,5/31/1993,UY81287680
902221,Piero,Onio,Sant'Eusebio,s902221@students.politu.it,5/31/1994,KV82977628
902222,Lino,Napolitano,San Leo Di Anghiari,s902222@students.politu.it,5/31/1994,HQ51390215
902223,Angelina,Zito,Torino,s902223@students.politu.it,5/31/1995,PV71752830
902224,Efisio,Castiglione,Saletto,s902224@students.politu.it,5/31/1996,QT9348422
902225,Pancrazio,Manna,Grancia,s902225@students.politu.it,5/31/1997,ZV46152885
902226,Paride,Romani,Ferla,s902226@students.politu.it,6/13/1993,CN14066931
902227,Napoleone,Boni,Pomino,s902227@students.politu.it,6/13/1994,QT31290160
902228,Ermenegildo,Trevisan,Cazzago Brabbia,s902228@students.politu.it,6/13/1995,ME2678490
902229,Boris,Manna,Cigognola,s902229@students.politu.it,6/13/1996,PT20596460
902230,Urania,Castiglione,Montegranaro,s902230@students.politu.it,6/13/1996,LK63209694
902231,Costante,Calabresi,Entreves,s902231@students.politu.it,6/13/1998,IK51720324
902232,Filippa,Boni,Laatsch,s902232@students.politu.it,6/13/1999,KT83470574
902233,Celso,Manfrin,Isolato,s902233@students.politu.it,6/13/2000,NG47826041
902234,Noemi,Lorenzo,Brenna,s902234@students.politu.it,6/13/2001,FV2468373
902235,Nereo,Bergamaschi,Torre Degli Alberi,s902235@students.politu.it,6/14/1993,IO38810111
902236,Artemisia,Panicucci,Erchie,s902236@students.politu.it,6/14/1993,DW56891051
902237,Abbondio,Udinese,Ospitaletto,s902237@students.politu.it,6/14/1995,OX33169491
902238,Palmira ,Trentini,Perego,s902238@students.politu.it,6/14/1996,SL41654606
902239,Tolomeo,Davide,Bufalata,s902239@students.politu.it,6/14/1997,OZ90034629
902240,Dalia,Panicucci,Telese Terme,s902240@students.politu.it,6/14/1997,YR84856171
902241,Lorena,Lombardo,Borgo Vittoria,s902241@students.politu.it,6/14/1998,JB87383005
902242,Monica,Nucci,Napoli,s902242@students.politu.it,6/14/1998,TA14307593
902243,Umberto,Mazzanti,Pagliara,s902243@students.politu.it,6/14/2000,TJ59436125
902244,Calliope ,Marcelo,Casalnoceto,s902244@students.politu.it,6/14/2001,OK46034064
902245,Roberto,Lucciano,Cossato,s902245@students.politu.it,6/15/1994,EZ63900191
902246,Leonida,Piazza,Roncobello,s902246@students.politu.it,6/15/1996,LO88303342
902247,Facino,Trentini,Rudiano,s902247@students.politu.it,6/15/1996,EP39224044
902248,Brancaleone,Castiglione,Mascioni,s902248@students.politu.it,6/15/1996,KN93111743
902249,Bonacata,Barese,Borgo Lupo,s902249@students.politu.it,6/15/1998,BD19920151
902250,Livia,Siciliano,Messina,s902250@students.politu.it,6/15/1998,PO10299148
902251,Chiara,Fallaci,Igne,s902251@students.politu.it,6/15/2001,HS25053641
902252,Fidenzio,Udinesi,Messina,s902252@students.politu.it,6/16/1992,CG67765301
902253,Stella,Mancini,Tiser,s902253@students.politu.it,6/16/1993,OL89511892
902254,Caio,Monaldo,Villapiana,s902254@students.politu.it,6/16/1995,TA31012811
902255,Piera,Pirozzi,Leggiuno,s902255@students.politu.it,6/16/1995,TS70693490
902256,Samuele,DeRose,San Pietro Lametino,s902256@students.politu.it,6/16/1997,UH56659256
902257,Belinda,Rizzo,Palagnana,s902257@students.politu.it,6/16/1998,JR39136330
902258,Catone,Marchesi,Padova,s902258@students.politu.it,6/16/2001,NS98160130
902259,Abbondio,Pugliesi,Petrizzi,s902259@students.politu.it,6/16/2001,GT66407729
902260,Severino,Boni,Musestre,s902260@students.politu.it,6/16/2001,GO0162479
902261,Massimo,Bergamaschi,Verdello,s902261@students.politu.it,6/17/1994,QI7814219
902262,Francesca,Piazza,Santa Maria Di Sala,s902262@students.politu.it,6/17/1994,KQ50671176
902263,Gerardo,Angelo,Moncucco Torinese,s902263@students.politu.it,6/17/1994,VQ54586344
902264,Publio,Sal,Capo Spartivento,s902264@students.politu.it,6/17/1996,NS83350052
902265,Giovanni,Zetticci,Bereguardo,s902265@students.politu.it,6/17/2000,FV34755274
902266,Deborah,Gallo,Cipressa,s902266@students.politu.it,6/17/2000,TL43534560
902267,Rufino,Longo,Montefortino,s902267@students.politu.it,6/17/2001,KY80499520
902268,Settimio,Boni,Cammarata,s902268@students.politu.it,6/18/1992,KZ82280668
902269,Alfonsa,Bruno,Torre Del Pozzo,s902269@students.politu.it,6/18/1996,DE35458253
902270,Furio,Conti,Latina,s902270@students.politu.it,6/18/1997,OF77085810
902271,Lucilla,DeRose,Clusane,s902271@students.politu.it,6/18/1998,AI76174732
902272,Anastasio,Zito,Viepri,s902272@students.politu.it,6/18/1999,MQ21216089
902273,Ovidio,Piazza,Ravalle,s902273@students.politu.it,6/18/2000,YV51641639
902274,Doroteo,Monaldo,Mandia Di Ascea,s902274@students.politu.it,6/18/2001,BS37436562
902275,Alfredina,Monaldo,Frasso Telesino,s902275@students.politu.it,6/18/2001,DS97900383
902276,Giuditta,Calabrese,Terdobbiate,s902276@students.politu.it,6/19/1994,JG64408892
902277,Abramo,Padovesi,Lisiera,s902277@students.politu.it,6/19/1996,RU9153599
902278,Adelmio,Siciliani,Mezzana,s902278@students.politu.it,6/19/1998,TR22849077
902279,Fosca,Pugliesi,Riesi,s902279@students.politu.it,6/19/1999,PG91418727
902280,Agamennone,Sagese,Camino Al Tagliamento,s902280@students.politu.it,6/19/2001,MQ88352184
902281,Ubaldo,Siciliano,Camugnano,s902281@students.politu.it,6/20/1993,FE94546797
902282,Luisella,Pirozzi,Alseno,s902282@students.politu.it,6/20/1996,OI81889017
902283,Ermanno,Calabresi,Casciago,s902283@students.politu.it,6/20/1996,FI9867744
902284,Benito,Milanesi,Stella,s902284@students.politu.it,6/20/1999,PH95732660
902285,Marco,Endrizzi,Albiano D'Ivrea,s902285@students.politu.it,6/20/1999,XL99497743
902286,Sante,Folliero,Chiavenna Rocchetta,s902286@students.politu.it,6/20/1999,YI62432476
902287,Petronilla,Longo,Motteggiana,s902287@students.politu.it,6/20/2000,NQ47808042
902288,Leila,Lucchesi,San Lorenzo Colli,s902288@students.politu.it,6/20/2000,UX83261406
902289,Melania,Conti,Cecalocco,s902289@students.politu.it,6/21/1994,MC61601856
902290,Mafalda,Genovesi,Bettona,s902290@students.politu.it,6/21/1995,YF2569761
902291,Wilma,Pinto,Fascia Di Carlo,s902291@students.politu.it,6/21/1998,RV16493052
902292,Innocenzo,Sabbatini,Piateda,s902292@students.politu.it,6/21/1998,JH40123317
902293,Luciano,Barese,Roma,s902293@students.politu.it,6/22/1992,QC64352323
902294,Prudenzio,Piazza,Montalenghe,s902294@students.politu.it,6/22/1993,YV45058285
902295,Gandolfo,Sagese,Fasano Di Brindisi,s902295@students.politu.it,6/22/1993,BR41006967
902296,Cordelia,Bergamaschi,Campoli Del Monte Taburno,s902296@students.politu.it,6/22/1993,FB43976509
902297,Lara ,Romani,Gagliano Castelferrato,s902297@students.politu.it,6/22/1993,AP6021909
902298,Fabiana ,Angelo,Calerno,s902298@students.politu.it,6/22/1994,GP4808057
902299,Maura,Pirozzi,San Michele,s902299@students.politu.it,6/22/1995,ZG48124232
902300,Urania,Sagese,Schiavonea,s902300@students.politu.it,6/22/1995,QY36045585
902301,Bacco,Toscano,Firenze,s902301@students.politu.it,6/22/1997,LD73864676
902302,Igor,Milanesi,Sassofeltrio,s902302@students.politu.it,6/22/1998,HH80024878
902303,Egidio,Pugliesi,Vittorio Veneto,s902303@students.politu.it,6/22/1998,HD26822576
902304,Mareta,Lombardo,Baucina,s902304@students.politu.it,6/22/1999,XV43871836
902305,Luce,Moretti,Peschiera Maraglio,s902305@students.politu.it,6/22/2000,NH17101295
902306,Ercole,Moretti,Recoleta,s902306@students.politu.it,6/22/2001,DQ97563640
902307,Lilla,Onio,Cervesina,s902307@students.politu.it,6/23/1993,KJ7668103
902308,Gisella,Milanesi,Guardia Perticara,s902308@students.politu.it,6/23/1995,GU71099828
902309,Ninfa,Arcuri,Palazzisi,s902309@students.politu.it,6/23/1996,DS8792138
902310,Lelio,Nucci,Grignano,s902310@students.politu.it,6/23/1996,DS11214311
902311,Delfino,Fanucci,Terricciola,s902311@students.politu.it,6/23/1997,XL88517995
902312,Quinto,Udinese,Chiaromonte,s902312@students.politu.it,6/23/1998,QN1775410
902313,Rocco,Napolitano,Villnoss,s902313@students.politu.it,6/23/1999,IX28247478
902314,Eros,Buccho,Dolce,s902314@students.politu.it,6/23/1999,DC98693766
902315,Curzio,Sabbatini,Castano Primo,s902315@students.politu.it,6/23/1999,DQ11772456
902316,Libera,Piazza,Quiesa,s902316@students.politu.it,6/23/2001,TU25605335
902317,Natalia,Pagnotto,Vico Equense,s902317@students.politu.it,6/24/1993,CS49384888
902318,Ortensia,Folliero,Pieve Di Teco,s902318@students.politu.it,6/24/1994,BC46276078
902319,Tiziano,Toscani,Cassaro,s902319@students.politu.it,6/24/1994,CL48489613
902320,Ottavio,Lo Duca,Spinoso,s902320@students.politu.it,6/24/1995,PY50399944
902321,Nino,Trentino,Bruzolo,s902321@students.politu.it,6/24/1995,PL94547143
902322,Edmondo,De Luca,Piandelagotti,s902322@students.politu.it,6/24/1996,JN2282665
902323,Aurora,Marchesi,Valtorta,s902323@students.politu.it,6/24/1996,RN1532281
902324,Fernanda,Pisani,Prestine,s902324@students.politu.it,6/24/1998,ZB69440788
902325,Eliana,Esposito,Cesiomaggiore,s902325@students.politu.it,6/24/1998,ZT79820185
902326,Ortensia,Buccho,Roma,s902326@students.politu.it,6/24/1998,RM16439276
902327,Romola,Fiorentini,Passo Stelvio,s902327@students.politu.it,6/24/1999,FY45023172
902328,Lorenzo,Iadanza,Santi Angeli Del Montello,s902328@students.politu.it,6/25/1994,GF96539637
902329,Gioia,Piazza,Villa Paterno,s902329@students.politu.it,6/25/1994,UM57677016
902330,Nilde,Boni,Casavatore,s902330@students.politu.it,6/25/1996,CC18506848
902331,Nunzia,Lucciano,Omignano,s902331@students.politu.it,6/25/1996,ER53435324
902332,Renato,Angelo,Frasso Sabino,s902332@students.politu.it,6/25/1996,HG20555470
902333,Roberto,Pinto,San Giorgio Morgeto,s902333@students.politu.it,6/25/1997,FJ56364271
902334,Alina,Sal,Ponte Sulla Moletta,s902334@students.politu.it,6/25/1998,OU2907741
902335,Orestilla,De Luca,Mozzo,s902335@students.politu.it,6/25/1999,XF0877515
902336,Amelia,Barese,Massino Visconti,s902336@students.politu.it,6/25/2000,HM0217428
902337,Marzia,Siciliano,Grilli,s902337@students.politu.it,6/25/2001,QA32347591
902338,Jolanda ,Siciliano,Bussolengo,s902338@students.politu.it,6/26/1997,VJ86994409
902339,Eros,Trentino,Castelletto Merli,s902339@students.politu.it,6/26/1999,QX12126254
902340,Elena,Nucci,Lubriano,s902340@students.politu.it,6/26/2000,KO28266601
902341,Baldo,Udinese,Vigonovo,s902341@students.politu.it,6/26/2000,EU64393888
902342,Donnino,Piazza,Bevera,s902342@students.politu.it,6/27/1992,PF4964854
902343,Ortensia,Romani,Mondaino,s902343@students.politu.it,6/27/1993,YS92600176
902344,Tolomeo,Zito,Brione,s902344@students.politu.it,6/27/1995,OQ9802801
902345,Gisella,Zetticci,Oviglio,s902345@students.politu.it,6/27/1996,GM14600943
902346,Scolastica,Colombo,Laudes,s902346@students.politu.it,6/27/1997,CW0594726
902347,Corinna,Bruno,Quadri,s902347@students.politu.it,6/27/1999,PZ78046804
902348,Gianetto,Loggia,Scopello,s902348@students.politu.it,6/28/1994,KB12311098
902349,Vinicio,Arcuri,Reggio Calabria,s902349@students.politu.it,6/28/1996,HU55953711
902350,Alfio,Mazzanti,Ponticelli Citta' Della Pieve,s902350@students.politu.it,6/28/1996,ZP84729399
902351,Domenica,Lo Duca,Tortona,s902351@students.politu.it,6/28/1998,LT56557186
902352,Ferdinando,Panicucci,Cardile,s902352@students.politu.it,6/28/1999,QB20054804
902353,Ireneo,Toscani,Pernate,s902353@students.politu.it,6/28/2000,NK27004404
902354,Bacco,Siciliani,Mammola,s902354@students.politu.it,6/29/1992,OY36295013
902355,Beato,Barese,San Pietro Di Berbenno,s902355@students.politu.it,6/29/1993,BO25439122
902356,Manlio,Sal,Castelleone Di Suasa,s902356@students.politu.it,6/29/1997,KF76881313
902357,Cherubino,Schiavone,Albonese,s902357@students.politu.it,6/29/1998,XH94415387
902358,Milena,Lombardi,San Vito Di Fagagna,s902358@students.politu.it,6/29/1999,MQ69859199
902359,Sante,Toscani,Placanica,s902359@students.politu.it,6/29/2000,BV54227185
902360,Tullia,Marchesi,Migliarino,s902360@students.politu.it,6/29/2001,BW88159563
902361,Attilio,Bianchi,Stilfs,s902361@students.politu.it,6/30/1993,DG4539238
902362,Nadia ,Davide,Guardia Vomano,s902362@students.politu.it,6/30/1993,UT60685799
902363,Arrigo,Costa,Arpaise,s902363@students.politu.it,6/30/1993,PF37851440
902364,Callimaco,Manfrin,Ville Di Lucoli,s902364@students.politu.it,6/30/1994,IJ1789154
902365,Generosa,Russo,Metaponto Lido,s902365@students.politu.it,6/30/1995,LX72554639
902366,Graziella,Milani,Bologna,s902366@students.politu.it,6/30/1996,NG64642044
902367,Martina,Lombardi,Vallonara,s902367@students.politu.it,6/30/1996,RH8045322
902368,Alberico,Calabrese,Tavernelle,s902368@students.politu.it,6/30/1999,ZA39914282
902369,Cassio,Baresi,Porto Salvo,s902369@students.politu.it,6/30/1999,LZ21145005
902370,Terzo,Greece,Vado,s902370@students.politu.it,6/30/2001,UY48365735
902371,Giusy,Buccho,Genzano Di Roma,s902371@students.politu.it,7/13/1992,WU32511640
902372,Indro,Giordano,Grignano Polesine,s902372@students.politu.it,7/13/1992,NX32596466
902373,Silvana,Gallo,Marzolara,s902373@students.politu.it,7/13/1993,QD22987577
902374,Ilda,Trevisani,Giffoni Valle Piana,s902374@students.politu.it,7/13/1994,PT91532283
902375,Natalina,Zito,Graffignano,s902375@students.politu.it,7/13/1997,JH37487001
902376,Marcello,Lorenzo,Puianello,s902376@students.politu.it,7/13/1997,NL8822739
902377,Terenzio,Trentino,Cerete,s902377@students.politu.it,7/13/1998,GC76290459
902378,Marzia,Pagnotto,Morre,s902378@students.politu.it,7/13/1998,LF59114781
902379,Tecla,Castiglione,Cavriana,s902379@students.politu.it,7/13/1998,WM10879519
902380,Melania,Nucci,Trapani,s902380@students.politu.it,7/13/1998,CQ23846018
902381,Raul,Lettiere,Caionvico,s902381@students.politu.it,7/13/1999,JD14234826
902382,Tranquillo,Esposito,Gaiana,s902382@students.politu.it,7/13/2000,ZX18453354
